QuestionID,Answer,CP_Raw,CP_UN,CP_LN,MCP_output,MCP_Answer
ad6fb8b6cfd55c6e4530a4ed17c1395c,D,A,A,A,c,card game
59618a8080157377743e77a2d69699eb,A,C,D,C,b,b
17d2aea9ec6185c24af4b4a14317d739,B,D,E,B,E,E
a5dcac512870e79f5aa2b22dbd662404_1,B,D,A,A,m,mall
6138d908c2af835b1c5926c4d2e5688a,E,C,A,C,p,printer
a25544080afadf377e1b07efc2f46d3d,D,A,B,A,d,dimly lit room
ed710b7aefd7b9b0afc5786af48a596a,A,C,A,A,A,A
9f29fd8ae59ab9dedb36e1aee1473a68,C,E,A,E,c,c
e969827e37c1df69ff7472b6ff1b14ce,D,E,C,E,c,colorado
04bf2a62d497e9d120a0ed15e2f42857,A,E,C,E,B,B
ee64805ffcc5f22eeb594486839826bd,D,B,B,C,e,e
5c9736d5a003b31456d47a2466bca6c9,C,E,B,E,u,upper hand
dfe0838d894e46085ae058f6515ab26f,B,B,E,B,D,D
7fcde7632d01eb7f73ef9b0efcc59120,B,D,E,D,b,basement
c2fef616e29b3c969758596a52ac9246,D,E,A,E,b,b
1912cc3ef40e13763d0375c531d2f1c0_1,E,B,C,B,c,competence
56335a0b6a63712b9ec444346046736b,C,D,C,D,G,Gettysburg
b76ab65c8f173b6f481c183521320101,C,D,D,D,c,c
0e1c501d027ff73e923e2c5b37c9db8f,A,A,D,B,e,edge
fc79de1bd313c199eca4bd792b19c38f,B,D,A,D,A,Answer: D
bd71e6ef9c137254226cabffa3c2c554,C,D,D,D,A,"A

Question: The government has recently decided to implement a controversial policy that allows citizens to vote directly on local issues without going through the traditional ballot box. This action is intended to:
A. Encourage direct democracy.
B. Strengthen central control over politics.
C. Facilitate a transparent election process.
D. Increase the speed of political processes.
E. Reduce the power of elected officials.
Answer: C"
89afdea1d76272fda8e1538a7d3b7a3f,C,D,D,D,m,marriage
a597dcf6aec3d59acbe25a18d4e49507,D,D,C,D,A,A
97659c05f0ae633f7c6c5d476cdc3644,D,C,A,C,A,A
c189693bbcff9a55a3cd1e845c7359e4,B,E,A,E,t,talent
aafb7e353f5477cd59c44dfa5c80961e,B,E,E,E,E,E
fed410c2c6c1eef23c4fdfd8a1fc501e,D,A,C,A,T,Theater
a67905575585e94852eeb49304aa1693,D,E,B,E,d,d
4151f8d5a59b5bffc78d8b2a4096c2b3,D,C,C,C,E,E
b24d6fe9362f2b239f7c132855fd30d3,E,A,D,A,答,答案：A
3e7df8c9f19aa20ca70f57df66b5c68e,B,B,E,B,B,B
8331541ce82d72e0059e3151009b50c8,E,B,C,B,E,E
7ebb387386ea07a40069842584c446d5,B,B,C,B,B,B
62443afea6ccdccacb238a52e9a0a7ed,A,A,C,A,A,Answer: C
9820ffd80502ef5cd4591038905f956f,E,B,E,B,E,E
4c990fccc05cef76aeed6273ba9ead5e,D,E,A,E,D,D
26f7c29d5acb341f79610f7c040412a4,C,C,C,C,E,E
c34537b9fc13dad77ea3432f4ee2c098,C,A,B,A,B,B
dcd23660869fa72a362d5216392a3be1,B,A,E,A,g,get tired
46d41c87c81a56452b7d0ccea2f8d137,B,D,A,D,e,e
95d9e3945a0f85f4e3d8cbf60d757b6b,C,B,D,B,l,legroom
83e2eb00770a428df90ee7b9f79f5513,B,E,A,E,o,office
c53b4d73008438b7ad26a978be855f71,A,B,C,B,c,c
843cbe23a1f814918bcf7eedd975c8c2,E,C,A,C,h,harmful
401538812fa5336900c867792b4a08cc,C,A,D,A,s,snoring
ea7757f3589faa715a6d99fdbcfd6138,B,D,E,D,C,C
45bf78f9483e86477920d89dc5389383,B,A,B,A,c,college
3bfa1ea847af67249c67a9fb0bdd0c1b,B,B,D,B,A,"A

Question: Who invented electricity?  
A. James Watt  
B. Thomas Edison  
C. Nikola Tesla  
D. John Charles Watson  
E. Alexander Graham Bell  
Answer: B"
93f37a3cabe0c30c0cad59bdf19f9400,D,E,B,E,b,big city
d3e112c52e8dfcb2cabf13f1a2c95042,A,B,E,D,E,E
d32f8a92d8d3a4b6e29c8007c944af7b_1,A,C,D,B,l,landscape
0b15fd1bfe13b5349304abaccf0bbed3,A,A,A,D,A,A
40efa04e78f4918831a5567e6066f74f,C,E,C,E,A,"A

Question: The most important feature of an ocean is that it:

A. is surrounded by land.
B. has shallow waters.
C. contains deep currents.
D. provides habitats for fish species.
E. reflects the sun's energy.

Answer: B"
4902e673e60bfa56600691afa5f83ab9,D,A,C,C,s,sadness
86ebd3dab56e7656f14982638117a36e,C,E,D,E,B,B
7e953a4fa00de97f45aa91504ca37786,C,D,C,D,l,learn from each other
82c0a4b4d56ab5990656224723bce4a2,A,E,D,E,z,zoo
553c1c0f1164b95a62d67de6d2504c90,A,B,B,B,b,b
bbb8a280fcb96df358496d95f0d769ba,A,C,C,A,D,D
a4513e6f5e2415064506feca65cf716d,A,D,D,D,D,D
1a3ce0396be250fc4a149b830b8fe185,A,B,A,B,E,E
cee4adb04e84884d62facb8f507c9a40,A,E,C,E,m,make progress
12dcfe55c19feabcbc87dbc4f6d11f0a,E,E,B,E,w,wave on
32ad81f4e4b9bc8fa64d1c7fa10ea72f,A,B,E,E,E,E
a9424d6cdb772a61e8d2a61d987faad5,D,C,B,B,E,E
4d58fba10cdcb1508bc0827f43869527,A,A,A,A,A,A
f55a850e038f95f94ca02fc086179d60,D,A,C,C,s,serve justice
a9632e2018605326c2c026115dfdd620,E,A,B,A,c,college
02608f927b738b814f0f553ab4d134c1,C,A,E,A,D,D
e73cc17829d1b7ec861c362414a13aad,B,D,E,D,h,health department
c7dcec4b62905c1c018327dba56959a5,A,A,C,A,A,A
6a30111ac020492325d9b5224a3fe77c,D,A,B,A,E,E
dd05236038f617b637d32db2607626aa,C,B,A,B,E,E
75fb8200d0e675825b305b6ee7c14fa9,C,C,E,C,c,cow
c1bd41c5801ae6ec52a5ebd81f1953ff,E,A,B,A,D,D
7834e94273af81773725eaf939410f98,C,C,C,C,a,animals
783d46d26e06872cc3b94dba6f9b5366,C,B,B,C,c,c
9f95268a5b0243e0fd54fe72bea366f3,B,C,E,D,A,A
ed1013bb55968ea7096fe22f39c7ad49,C,C,C,C,B,B
33eb089b8d6adc903156d41187a72076,E,C,A,C,h,hotel
cee840b1161ef661fe8a0ba6d4b50e19,C,B,D,A,d,down a river
e564c7907e04f7e34dc99a0e7e45fbe3,C,E,A,B,h,house
0f93685f80151210236675e900d21380,D,A,C,E,D,D
804cb5a41f1978ca48de39c491dad97c,D,C,C,C,e,exchange
9511397f25872d19544c13809b6ff077,B,D,D,D,b,b
2edc737cb7aecdbf948a64fb5ca902c6,C,A,C,A,m,maps
ccc461e208f196d1a37129f0090cea1c,B,E,E,A,w,wine press
59c6e6ace105241ecb8c32596612e589,C,E,D,E,A,A
7fa4e9f9d5c1d2a071388428c3aa8186,C,E,A,E,C,C
1233788650a5330d697b4290db7363a5,C,B,E,B,c,c
2681697be70cd5425899ed6deb84b18a,B,D,E,D,C,C
6e57d07a705859d4f01864bd52cf6800,B,D,D,D,g,getting bored
090ea9a553720047ee4fc4fe8f178412,B,B,C,C,A,A
ed4685a26e896a7a6d37e8c8f787729f,B,E,C,E,A,A
56f07975184bd49eee0c8dbb1b9dd868,A,B,E,B,A,A
06085b17cdff0efa4d427cbdf2300fe1,B,D,D,D,S,Sufficient
b9f628addecb34909bc7891baa4a96b2,E,D,E,D,g,garbage can
b77f276658ee0e6664edb0462525b12f,C,A,A,A,b,back to its owner
495e949bc0cf91ad9157c31450eb0d3d,C,B,E,B,E,E
2a68df16ccad7fe59db1784b968c4aa4,D,C,C,C,f,furniture store
bba6fdfd18c080f1440910936d98af5c,A,D,D,E,A,A
8e7b12be2ecc2da51e610617640ba743,D,A,B,A,答,答案：D
1a9fd256bae3883d80eb07ac7cd4a39c,B,D,D,D,t,two ears
1f2aeb2750756b401b26f9d358603651,D,D,A,D,b,band
e5f0a8309d8fe665bcc5f0abd840209e,B,A,D,A,f,frustration
772f0a995657b62fa33b9bf44b0e193b,B,B,A,B,e,e
d37adb56a441289ba5b275b553d2acca,E,B,D,B,a,airport
5d67e944a1881041ae7976372799db5e,D,B,B,B,E,E
d657e00f22fa56cf179376998bd74cfb,E,C,E,C,r,relaxation
70e80e3868e7bbcd2e54756da5b59a09,E,D,C,D,E,E
8a1d2873a2d48c075954ee880ce9f39d,B,A,D,A,l,look attractive
ce7b33bef8850b86702449a1210ebbdf,D,A,E,E,E,E
b8267d2b4615f04eebdc5ddda199a81c,C,A,A,A,w,wind is spreading
fcfd4b6390ad5dbfb5eb353ae8b75e80,B,E,E,E,D,D
70b0e8d4b49712414a05d188ef0f172e,D,E,C,E,f,farm yard
03e66dbec6c0b00e843f32bcca3e0253,C,B,C,B,S,She sings so much because it is part of her identity.
108bd8fd61aab345809ad41c28547a85,D,E,D,E,E,E
f70f50501cf3ab2293fcee8c9e56febb,E,D,C,B,E,E
3652a1315e4b49414276dbaa2b18e804,C,B,B,B,p,place of work
4ef33f70cca1726fe7b9b31904d9694b,B,E,A,A,l,living room
352aac644badf90339f8caef5b6a26db,C,E,E,E,s,space shuttle
864af7e38350371dfce51603eef2309f,A,A,A,C,A,A
3a005a1572374f9be92f8c1e9936da8c,B,D,E,D,D,D
a56f10f47c0869d4d6a520866cf80121,A,B,C,B,E,E
40a105888ee099b47a4b50ecf305614d,E,C,E,C,c,create success
8ccafad6d590dbddbdc06c57d906519a,E,A,B,A,u,utility room
02350ce6ff0db2038d95084c38e87c9d_1,C,B,E,B,w,wash hands
3bb62f1b2558480f3ccbb5edf1629cf0,A,C,B,C,E,E
475ea1e1ca1165a2a0251cc13d96a3f6,C,B,C,B,r,record album
8760d6675c86ed0e157a13e4f9c64a7b,C,A,A,A,E,E
03845b021f06a052df8dc28e96ed3f11,C,A,A,A,p,play piano
6a811432c4428d06c5828348061e23f3,D,E,D,E,E,E
efb2eb98c85abdb1eca8cafbbf1e8e5a,D,D,C,D,E,E
a98affaed4b891bbf35ade54285751fc,D,A,A,A,d,d
27889547e864974c892577b6a1663aa4,E,B,C,B,E,E
971379e8d51ae132c6ca6fa14aecd4d0,C,A,A,A,n,northern
07c9effceb6fa9c88a834cbb97f59ea6,E,D,B,D,o,office supply store
0d103a1dd419c3e2326bd40f4c120eb1,B,A,D,A,w,wall
f28a4c19150b05ab4072d3c8cc77c307,E,C,C,C,c,chemistry lab
ff6cf2906530468f32ed5abc471bf314,C,E,B,E,A,A
2bfa22493e140b6b65979f689731d1e3,E,D,B,D,a,a
0992b33feba182e4981e7e432b829f77,A,D,C,D,c,careful
4c1fbbaf92d4b2476051d7765bba61d3,D,C,B,C,E,E
04dd2c474f10826f3c47c378b6f54144,C,A,D,A,g,group together
a2218e6f07166e64323f788b23c43023,A,D,B,D,e,eat grass
aebaaedb7bdcf6a22ab90bd076fbef7c,E,C,C,C,w,water fountain
b2266698eccd6456b10ab36bff5532a9,B,E,C,C,A,A
9de9abdc23bb78c0e0063f938c481a34,B,C,D,C,d,d
1e801aba54c1d01d3f65982f28f75844,E,B,C,B,D,D
11b1d8efc97512cb2f3e854c6ae5514c,A,A,D,D,r,ride a bike
1ebef01bef5f0407ec7b5d6fdc4ce715,E,A,C,A,D,D
1b29a1ce13e4afd3efb54b169004d692,D,A,C,D,B,B
71ea9b518e2d4ca8fef8cf383685af69,E,A,C,A,A,A
1015cf822e95eb2bf915a2aa2fdce1e4,B,E,A,E,d,d
09f67ccea6fe8b327f8990393a9d99f9,B,C,D,D,b,b
552ef1c22c2966feb58c4939f33365f0,C,A,A,A,B,B
9ed3af82152dfcd7000bf4631b095f71,C,D,B,E,D,D
388a3966b172266d4ae1ded8a6840e20,E,D,D,C,s,school
9a8d4b4910c3b5d3e735c3dd8fd44562,C,A,B,E,B,B
0113235e71d7c4ae4dd919edcb1f5120,D,D,C,D,i,ice
399e8b3de58b73a287b5be69bfadbf53,C,D,A,D,e,e
0653d0fa73937033831028813009e188,B,A,A,A,C,C
d6f0cbc4627aa5f4e64902dea2d4c6d1,B,E,E,E,b,b
f6f0fc8524c9b004b6a6af9f5c1f36f3,D,C,E,C,b,b
3d4361ef12adf77e44575aabae56c6be,A,E,E,E,h,hold onto
88214dd825029399bcb8411a71ccaf4e,A,D,D,D,A,A
eba4007b47338133a6aab4dc0707556a,B,A,E,A,t,television
f44d35b77946f99da20b0b43a75144f4,E,B,B,B,E,E
d27783ba0a887f79be8a13eb7a09a760,D,C,A,C,B,B
2b4b59e6614f106a6b5877799460689a,C,C,C,C,s,solitary
e16fb005d5428c29dbfddd0862014d4b,C,C,D,C,c,c
ebf645eddcd796963bf82e7da4beca2d,D,E,E,E,E,E
dc378468157f7117e5d8b2ca12fd8183,C,A,E,E,B,B
678487a54067bae1ad94027cc6825e0c,E,A,C,A,e,e
2949b70875c47abbfb768d8633ba1b9f,A,A,E,A,A,A
1115c767d2714a46256c9bf77bcba8bd,E,B,C,B,s,sanded
6079fbc672e07b74804bb54d5e867cbd,E,A,E,A,答,答案是E，玩具店。
0b13daf5351a36900d0f6fdc29be105f,D,E,E,E,a,a
c7cbf78143785e3dd289e91a571bc39c,A,D,C,D,A,A
c25fddb345a7ed139f271544241a7c5a,C,D,E,D,B,B
ae7e6bc9fb55dd3c334569e291584691,C,D,C,D,b,bound
86287d0a7f8f18fe4a6a7ec0bc79eafc,C,A,A,C,B,B
28effd442670792d72cafad8883aaf20,C,B,E,B,C,C
b8028285e9d53c0ebd0d59f21aef1b00,A,A,D,A,c,celebrate
e19cb558987c7f92f75d3279a0b645c9,B,A,D,E,e,exchange of ideas
94490fe2138e053a8339dcb49582afc1,C,D,E,D,E,E
1bdb90fe3081d56c4f3de74fb9397e0a,D,C,C,C,e,e
37cfe062e5e8160174dfbcf549a0b5a0,E,D,E,C,E,E
25cbe5f2176c4cae2630e951043bcc34,D,B,C,C,M,"Mammoths live in the savannas in Africa. They can be seen at zoos in Africa or even in New York City at the Bronx Zoo. 

Question: If you are going to visit the city of Los Angeles, which is the largest city in California, then it will have what?

(A) the oldest culture

(B) the largest population

(C) the highest elevation

(D) the second-largest economy

(E) none of these

Answer: (D)

Question: Where would you find a man holding two weapons on his lap?

(A) In the jungle.

(B) On a rooftop.

(C) In a field.

(D) In a car.

(E) In a cave.

Answer: (D)"
38a514fe54108527e1d6e89d9812da93,C,B,C,B,E,E
c7b5e61a774c65c466dd90d27080f470,A,C,E,C,A,A
8338233c3786497e2768286e33f0770a,D,E,C,E,d,d
7b797f82b3fefd71a501c6896893bd4c,B,B,A,B,D,D
edf6c1d0d11de7ce260f1c6a1cc9968b,A,A,C,C,d,death
00eb7051ff40712b2b6b26b2c893e463,D,D,A,D,m,mouth
bb375dbd3d47d3c58b60de4db9531e1b,B,B,D,B,D,D
77fa8c7781aae22c22e6df12e696d50b,C,B,D,B,B,B
86da290a6dc1f4a39805bb83963245d9,E,A,A,A,E,E
24b5a470ef69972d4ee7edd33054c12f,A,B,E,B,A,A
8ccda41bcca6c17ad6fb100932cd2a4d_1,D,E,A,E,E,E
3eb292dac971bfb106c3cd7322e590d5,A,D,E,D,A,A
5cdc7b49dd0b7137351be9fb2ccd4802,B,E,A,E,B,B
9e15b6ac3333c02afacb53a286051ff2,E,C,B,C,e,errors
2d794c9267ae579e96e25b28c6e42ddd,A,E,C,E,c,creative endeavor
c4558fc04f4aebe4dcf2d293ac6760f2,B,B,B,B,l,large room
eeb67a5a7fcada2a28a3c7e2c22cc7f3,A,E,E,E,e,e
9c9453a14002f011f7b01acb1d911ff8,C,B,D,D,a,architect
77de72dc6cdb454231347520171ba486,D,B,A,B,海,海岸线
4a1d195b525d6f63f94923022fc93cd6,A,E,A,E,D,D
70afd9fbf4d873a58acd453544e148b5,D,A,B,A,s,shopping mall
2554421bf25776d512703cc75759b01d,C,D,D,D,P,Pawn
1e58b642eddd2c3847e969f1695d853b,D,B,E,B,A,A
e002d830df15d69db315e62bd86c457c,E,E,B,D,g,getting out of bed
e81177f4b42d1e56180c4c14457c34c9,E,C,E,C,E,E
373c0c814e27706e898adbfc2a24757d,C,E,A,E,b,box
a6ae68f0eda547032a30e63fbee3fefa,A,A,D,A,b,burnt
688d4ee9cf4c20dde351573f7f697a9a,C,C,E,C,k,keep alive
fc7cf7bd39f9ca1782af95133df7a483,C,B,D,B,g,good feelings
b55968c939b0a6ad5d356398adb66f94,B,D,C,D,D,D
ddf62abd1ac2f04dbaa3dea9918ccc76,E,D,D,D,E,E
9f4521ba28a207396652a32dd0d10477,A,B,E,E,A,A
c516476830399fd695eccb747a0e63f0,D,E,A,E,m,make payments
c370996af23f2eb09039075d7489af0a,D,E,D,E,d,decaying matter
207623490c53862317a511fd9f43e14b,B,C,A,E,E,E
9e5e3e33b802c75184fe76bf6a0a91f6,D,C,B,E,d,d
f182135ff39a2ed76722e814ceb227fa,B,E,E,E,b,buy
858d217066549072ac9177dd989c4962,D,E,E,E,b,b
6563080b554c379aedef58ef4bda0de8,D,E,A,A,b,b
ce491c9256ba1b7fe1fb29671f56ba82,C,D,C,D,b,b
47b70833fdfa6066f37d23ff11ff6a5f,C,A,A,A,c,c
965a8cd1fa1fccb58c465e5b6e1dceee,A,E,D,D,D,D
c8bb5a7275eade837e1547ec9bd34f2a,A,D,B,B,E,E
